,0,1,2,3,4
2022-09-30,-0.10685421339089837,0.016276626340005353,-0.04334649930102688,0.04414266733506173,0.014917747147765836
2022-10-31,-0.023536785614213802,-0.008520813511992367,-0.018619796573981214,0.016492730142626904,0.0022478608191367766
2022-11-30,0.09086680815738887,0.00732365863818237,0.013040552767088731,-0.007341817813452873,0.002286667146755566
2022-12-31,-0.00605294395049354,0.0066320962382386515,-0.00018312299921094226,0.008075398020095017,0.004405769677723215
2023-01-31,0.07013168206514026,-0.0027877206401402755,0.01724436890237522,-0.010573314045905047,-0.002083425594316406
2023-02-28,-0.06693589356496552,0.005036436889225637,-0.038769071048766826,0.02797917120052102,0.002817786615285208
2023-03-31,0.054077851398717076,-0.001807606993371293,0.0187668017918365,-0.03217605704873807,0.009753714087568153
2023-04-30,0.010250976074495781,0.002913513624513679,0.00821570087974309,0.0009453297829551878,0.002551362443733882
2023-05-31,-0.040230527958454304,0.005612075694726136,-0.014846684341341987,0.014281371179591742,0.004453239065299162
2023-06-30,0.013600728666050318,0.002523900228574574,-0.008825369888590059,0.011286381197144122,0.0049657381435466155
2023-07-31,-0.001541612484622807,-0.0035025431252261536,-0.0005698694754630014,0.007539417856770618,0.0017926387997935851
2023-08-31,-0.02308323391490469,0.00012876473475984174,-0.008387259593900041,0.011256250757995257,0.006122131203929683
