0.08373,0.016783,0.00421,0.0040044,0.0060735
0.1694,0.036423,-0.0032174,0.0045701,0.010177
0.062446,0.0051249,-0.0047107,0.0092071,-0.0026599
0.079175,0.0094847,-0.0026221,0.007123,0.0026199
-0.028578,-0.027008,-0.0050346,0.0047859,-0.0055802
0.083248,0.0079279,-0.0064381,0.016159,0.0041632
0.037235,0.018824,-0.0086438,0.0076537,0.00072345
0.0013165,-0.01552,-9.1601e-05,0.016011,-0.00078637
-0.16626,-0.02214,0.010312,-0.025822,-0.0015172
0.042871,0.053259,0.0067434,-0.010439,0.0088506
0.090298,0.0091773,-0.0042784,0.016777,0.0040841
0.075902,-0.00052702,-0.0017397,0.0086443,0.0053755
-0.010436,-0.040102,-0.0071456,-0.0040144,-0.0028332
0.0326,0.01965,0.0056394,0.0088397,0.0069311
-0.10737,-0.020877,0.010285,-0.0094859,-0.00014733
-0.10634,-0.023149,0.0040555,-0.015735,-0.0056751
0.025488,0.0099773,0.0043327,0.0059005,0.0055686
0.037528,0.017309,-0.0035566,-0.0020743,0.0028303
0.010479,-0.029655,0.0047756,0.015031,0.00031989
0.010508,-0.0017553,-0.0047176,0.0068298,0.00053087
-0.071933,-0.037644,0.013913,0.013436,-0.0022
-0.040296,-0.018282,0.005912,-0.0026607,-0.0057761
-0.019968,-0.0068519,0.0021014,-0.0021078,-0.0015134
-0.054719,-0.012182,-0.0024429,-0.0010428,-0.00074523
0.094914,0.016472,-0.0018564,-0.00061796,0.0038867
0.10531,0.014844,-0.00923,-0.0042284,0.00044754
0.066988,0.0099292,-0.00099954,0.0013489,0.00059631
0.034473,-0.002216,-0.0025622,0.0055832,-0.00086865
0.09043,0.010787,-0.0030767,0.012393,0.00025457
-0.029622,-0.02677,0.0080291,0.0037328,0.003361
-0.025045,-0.019927,0.0038641,0.0021401,-0.00063697
0.10153,0.025705,-0.0023076,0.010177,0.0047705
-0.053302,-0.012058,0.018531,0.002665,0.0077706
0.031896,-0.0011591,0.00045186,0.012297,0.0014496
-0.058202,-0.02933,0.0064131,0.0064814,-0.0053574
-0.10548,-0.010499,0.001192,-0.011833,-0.0034004
-0.089783,0.024024,-0.014484,-0.041106,-0.005166
0.050694,0.020926,0.0027006,-0.0021926,0.010606
0.089642,-0.013213,0.0026327,0.011911,0.006486
0.068417,0.024979,0.0037131,0.0059233,0.0057894
-0.066721,0.047656,0.011425,-0.0076814,0.0064719
-0.040381,0.010727,0.0058277,-0.0019848,0.0031838
0.05686,0.036438,0.025453,0.0089609,0.014034
-0.064153,0.015312,0.019069,0.0075126,0.0060169
-0.057967,0.0098048,0.0025487,0.0039727,0.010576
0.16414,-0.073718,-0.025816,-0.0094882,0.0034673
-0.036659,-0.032377,0.010114,-0.0058309,-0.002491
-0.15135,0.033082,0.011737,0.00087345,0.015688
-0.08484,0.030156,0.017674,0.0048213,0.0046797
0.054484,0.026131,0.006515,0.0026481,0.0040972
-0.66045,0.052696,0.039739,0.030369,-0.023059
-0.50682,-0.069798,-0.074204,0.003031,0.11698
-0.12225,0.26525,0.055756,-0.024217,0.040455
0.71627,0.133,-0.0029908,-0.032029,0.028564
0.13938,-0.081619,0.11633,-0.0033387,0.054489
-0.27208,0.035939,0.035565,-0.0265,0.0028698
0.088387,-0.045196,0.027876,-0.0060268,0.014484
0.54599,-0.13522,0.04393,-0.045554,0.021688
0.43087,-0.10876,-0.0027054,-0.050761,0.0024391
0.2264,0.0075857,0.010281,0.00021781,-0.005223
0.3365,0.022712,0.0023181,0.020749,-0.0018122
0.17256,-0.010611,0.013403,0.010569,-7.1671e-05
0.23468,-0.019677,0.0073154,0.029257,-0.0079331
0.055898,-0.0035968,0.011128,0.0094905,0.0025751
0.10783,0.013222,0.017049,0.01063,0.006223
0.036671,-0.047437,0.011455,0.038749,0.0015847
0.10486,0.013187,0.018193,0.011395,0.0051356
0.031581,0.0050168,0.0055148,0.0019229,0.001928
0.082756,-0.019739,0.01387,0.037478,0.0045667
0.13515,0.018519,0.0026852,0.013042,0.0038774
-0.063467,0.023449,-0.0066045,-0.029265,-0.0023588
0.1375,0.043353,-0.0037978,0.0025766,0.0084121
0.17175,0.010088,0.010952,0.024957,0.0079068
0.11767,0.053094,-0.0015236,0.012603,-0.0010273
0.090868,-0.018304,0.015578,0.029375,0.0066218
0.035615,-0.017502,0.011294,-0.0030893,0.0027688
-0.061848,-0.010249,0.0020352,-0.0087706,0.00026186
-0.02296,-0.043613,-0.00046595,0.019745,0.0035055
0.074291,-0.0017654,0.017419,0.012981,0.0011962
0.050372,0.0011115,-0.00013338,0.011792,0.0016612
0.0042466,-0.0025531,0.0058782,0.003447,0.0021563
0.1267,0.024249,0.00087798,0.013574,0.0078998
0.089685,0.025573,0.00061781,-0.0018965,0.00052286
-0.04584,-0.0077503,0.0077016,-0.0087544,0.0025641
0.13121,0.039675,0.0024865,0.010808,0.0073137
-0.015634,0.045929,-0.015578,-0.035913,-0.0063251
-0.049459,0.038172,-0.014618,-0.036937,-0.025073
0.22083,-0.017151,0.0018599,0.026752,0.014024
-0.14532,-0.0076198,0.023541,0.0078244,-0.0048055
0.19111,0.025782,-0.003704,0.035187,0.016976
0.18192,-0.00092146,0.00069016,0.00041218,0.0044663
0.10015,-0.00081782,0.0015632,0.0060216,0.0020962
-0.049885,-0.032534,0.0084819,-0.014721,0.0038328
0.084811,0.02425,0.0031266,0.013983,0.0051929
0.011484,0.030377,-0.0092021,-0.0057316,0.0022909
0.090155,-0.0014464,0.0020755,0.018259,0.0064393
0.20155,0.05489,-0.010408,0.022906,0.009404
0.01379,-0.020621,0.012872,0.0040342,0.0025285
0.08668,0.0069963,0.0046218,0.010968,0.0064718
0.065674,0.01488,-0.0023251,0.013597,0.0033554
0.0038376,-0.0069867,0.011669,0.0075209,0.0073477
0.033057,-0.012919,0.0031998,0.010704,-0.00015489
-0.03918,-0.033186,0.022871,-0.00066135,0.0037728
0.053261,0.011298,0.0031165,0.0063075,0.0047888
0.019778,-0.003745,0.0080831,0.0068755,0.0018324
0.15081,0.027745,-0.0071293,0.014233,0.0070408
-0.16438,-0.051342,0.032461,0.012855,0.0071966
-0.21281,-0.044141,0.0019067,-0.032493,-0.012072
0.084297,0.0060154,0.0079724,0.018344,0.0041293
-0.046814,-0.0095598,0.0049811,0.0027864,0.0016169
0.053079,0.01192,0.012147,0.0091846,0.0057308
0.13633,0.016428,-0.003386,0.0095269,0.0084917
-0.010498,-0.0048253,0.014069,0.011304,0.0047629
0.024876,-0.0073829,-0.0071954,0.0039876,-0.00040388
0.10413,0.020933,-0.0094494,-0.0068095,0.00061053
0.093155,0.0087943,-0.0027344,0.01272,0.0038435
0.013539,-0.00034677,-0.005375,0.0015276,-0.002004
0.076458,0.015509,-0.0055935,0.0058631,-0.0011853
0.096945,0.023094,-0.0043835,0.005696,0.00037641
0.019033,-0.00034144,0.001616,0.0065878,0.0010998
